customerID,days_since_last_purchase,total_spent,support_tickets,website_visits_last_month,subscription_tier,payment_method,country,device_type,Churn
ECOMM-11037,178.0,2471.79,8,3,Free,PayPal,Canada,Mobile,No
ECOMM-25282,81.0,3458.53,4,27,Free,Credit Card,Australia,Desktop,No
ECOMM-54988,288.0,4916.47,1,9,Premium,PayPal,Canada,Tablet,Yes
ECOMM-83711,87.0,1683.39,7,4,Free,PayPal,UK,Mobile,No
ECOMM-46653,218.0,447.38,0,16,Free,PayPal,Canada,Tablet,No
ECOMM-99019,4.0,4354.18,1,4,Basic,PayPal,Canada,Tablet,Yes
ECOMM-49309,132.0,27.74,8,43,Basic,Crypto,UK,Tablet,No
ECOMM-85738,164.0,4184.66,4,4,Basic,Crypto,Australia,Tablet,No
ECOMM-63624,223.0,4578.08,0,21,Basic,Credit Card,Canada,Tablet,No
ECOMM-48967,97.0,1157.5,4,35,Free,Apple Pay,UK,Mobile,No
ECOMM-40076,223.0,3508.59,2,7,Basic,Crypto,Canada,Desktop,No
ECOMM-22867,88.0,4087.51,5,48,Free,Crypto,UK,Tablet,No
ECOMM-39311,269.0,2142.92,4,45,Basic,Apple Pay,Germany,Tablet,Yes
ECOMM-89514,233.0,3138.37,7,11,Basic,PayPal,USA,Tablet,No
ECOMM-40600,295.0,1303.43,0,37,Free,Credit Card,Australia,Desktop,Yes
ECOMM-53909,58.0,812.71,6,11,Free,Crypto,Germany,Mobile,No
ECOMM-87396,179.0,25.82,9,15,Free,Crypto,USA,Mobile,No
ECOMM-58308,87.0,2928.29,3,47,Basic,Credit Card,Australia,Tablet,No
ECOMM-18679,323.0,607.09,0,8,Basic,Apple Pay,Germany,Mobile,No
ECOMM-93773,272.0,4081.41,9,22,Free,Crypto,USA,Desktop,No
ECOMM-66559,316.0,2567.6,8,15,Basic,Apple Pay,UK,Tablet,No
ECOMM-13885,145.0,3954.62,6,26,Free,Credit Card,Canada,Mobile,No
ECOMM-93282,21.0,1239.91,2,46,Free,Apple Pay,Australia,Mobile,No
ECOMM-74312,280.0,476.04,5,28,Basic,Crypto,UK,Mobile,Yes
ECOMM-63899,261.0,2950.78,4,26,Basic,Credit Card,UK,Desktop,Yes
ECOMM-36866,66.0,4531.17,6,44,Free,PayPal,USA,Mobile,No
ECOMM-33220,70.0,2067.56,5,47,Free,Credit Card,Germany,Tablet,No
ECOMM-38613,140.0,3271.64,6,12,Free,Credit Card,Australia,Tablet,Yes
ECOMM-44543,284.0,2531.81,4,48,Premium,Credit Card,Germany,Mobile,No
ECOMM-33122,227.0,3223.9,8,31,Premium,Credit Card,UK,Desktop,No
ECOMM-55422,169.0,3996.45,8,3,Basic,PayPal,UK,Tablet,No
ECOMM-46417,212.0,311.52,2,9,Free,Crypto,Canada,Mobile,No
ECOMM-62501,101.0,3743.95,7,33,Basic,Crypto,USA,Tablet,No
ECOMM-21615,108.0,4469.65,2,6,Basic,Apple Pay,USA,Desktop,No
ECOMM-82329,359.0,3914.23,7,24,Basic,Apple Pay,Australia,Tablet,Yes
ECOMM-76466,362.0,4750.39,4,0,Free,Crypto,Australia,Mobile,Yes
ECOMM-72625,353.0,1885.59,2,20,Basic,Apple Pay,USA,Mobile,No
ECOMM-26375,142.0,2266.78,6,40,Free,Credit Card,Canada,Desktop,No
ECOMM-70964,356.0,3715.63,5,37,Free,Credit Card,Canada,Tablet,No
ECOMM-67484,233.0,972.42,6,34,Premium,Credit Card,UK,Mobile,No
ECOMM-78228,48.0,1129.48,2,12,Free,Credit Card,USA,Mobile,Yes
ECOMM-91218,61.0,2231.61,8,44,Free,PayPal,Canada,Desktop,No
ECOMM-35928,145.0,2734.1,3,5,Premium,PayPal,UK,Desktop,Yes
ECOMM-97836,64.0,3560.13,0,38,Basic,Credit Card,Australia,Desktop,No
ECOMM-62738,122.0,1586.99,1,8,Premium,Credit Card,UK,Desktop,No
ECOMM-14974,6.0,2432.18,8,41,Free,Credit Card,USA,Mobile,No
ECOMM-47005,70.0,1582.09,8,29,Premium,Credit Card,UK,Mobile,No
ECOMM-52379,87.0,1688.53,7,4,Free,Crypto,Canada,Desktop,No
ECOMM-58755,91.0,162.31,5,11,Free,PayPal,USA,Tablet,No
ECOMM-78622,73.0,4034.89,0,6,Free,Apple Pay,Canada,Mobile,No
ECOMM-96420,240.0,3267.28,5,30,Free,Apple Pay,Germany,Mobile,No
ECOMM-48713,290.0,3082.68,3,19,Basic,PayPal,Canada,Mobile,Yes
ECOMM-21805,231.0,2269.32,6,35,Free,PayPal,UK,Mobile,No
ECOMM-19572,65.0,3323.31,7,30,Free,Credit Card,Australia,Tablet,No
ECOMM-80459,280.0,1140.83,9,48,Basic,Crypto,Canada,Desktop,No
ECOMM-33908,135.0,2027.42,5,32,Free,Credit Card,USA,Mobile,Yes
ECOMM-71806,163.0,326.58,8,37,Free,PayPal,Australia,Desktop,No
ECOMM-18249,338.0,209.4,4,39,Premium,Apple Pay,Canada,Mobile,Yes
ECOMM-43601,113.0,41.67,8,0,Basic,Crypto,USA,Desktop,No
ECOMM-50431,140.0,2202.83,9,39,Basic,Apple Pay,USA,Mobile,No
ECOMM-80783,166.0,4785.42,8,34,Free,Crypto,Australia,Mobile,No
ECOMM-62134,58.0,556.55,1,32,Basic,PayPal,USA,Desktop,No
ECOMM-37466,195.0,3477.47,0,38,Premium,PayPal,Canada,Mobile,No
ECOMM-27390,324.0,467.39,7,10,Basic,Credit Card,Canada,Tablet,Yes
ECOMM-61414,182.0,3582.83,9,27,Premium,Crypto,Canada,Mobile,Yes
ECOMM-59756,60.0,4790.94,9,18,Basic,Crypto,UK,Tablet,No
ECOMM-41380,27.0,3183.01,7,17,Free,PayPal,Australia,Tablet,No
ECOMM-31325,344.0,636.57,6,21,Free,Apple Pay,Canada,Tablet,Yes
ECOMM-62722,201.0,4486.93,6,35,Free,PayPal,USA,Desktop,Yes
ECOMM-63441,345.0,1735.37,4,18,Free,Apple Pay,Canada,Mobile,Yes
ECOMM-74573,85.0,1473.72,3,38,Free,Apple Pay,USA,Tablet,No
ECOMM-83805,76.0,435.43,6,26,Free,Crypto,UK,Mobile,No
ECOMM-63103,264.0,2530.11,7,5,Free,Credit Card,Australia,Tablet,No
ECOMM-71500,94.0,1751.96,1,23,Free,Crypto,USA,Mobile,No
ECOMM-91767,216.0,4152.39,7,29,Free,Credit Card,USA,Desktop,Yes
ECOMM-31743,248.0,125.52,7,9,Free,Credit Card,Australia,Mobile,No
ECOMM-57212,106.0,1383.23,4,30,Free,Credit Card,Australia,Mobile,No
ECOMM-28693,125.0,4382.71,9,2,Basic,Apple Pay,Canada,Tablet,No
ECOMM-88261,65.0,1763.93,1,25,Free,Crypto,Canada,Tablet,No
ECOMM-97072,50.0,3910.57,5,10,Basic,Credit Card,Australia,Desktop,No
ECOMM-84442,347.0,4591.74,0,18,Basic,Crypto,Australia,Tablet,Yes
ECOMM-89621,181.0,2800.85,0,15,Basic,PayPal,USA,Mobile,No
ECOMM-83948,51.0,3786.18,8,18,Premium,Credit Card,UK,Tablet,No
ECOMM-33686,3.0,3168.77,1,0,Premium,Crypto,USA,Tablet,No
ECOMM-91652,207.0,2107.92,7,22,Free,Crypto,UK,Tablet,No
ECOMM-30410,90.0,209.58,2,38,Free,Crypto,USA,Mobile,No
ECOMM-62358,323.0,521.45,5,23,Basic,Credit Card,UK,Desktop,Yes
ECOMM-64421,226.0,3144.35,0,32,Free,Crypto,USA,Mobile,No
ECOMM-95287,190.0,1767.77,7,4,Premium,PayPal,UK,Tablet,No
ECOMM-17672,356.0,1433.59,8,47,Free,Crypto,USA,Tablet,Yes
ECOMM-57880,61.0,4562.65,1,30,Basic,Credit Card,Canada,Mobile,No
ECOMM-61146,22.0,3214.59,1,13,Premium,Crypto,UK,Desktop,No
ECOMM-87093,74.0,4168.19,4,49,Free,Crypto,Canada,Mobile,No
ECOMM-92600,34.0,424.43,4,17,Free,PayPal,Germany,Tablet,No
ECOMM-91880,200.0,1051.2,7,26,Free,Credit Card,UK,Mobile,Yes
ECOMM-18396,169.0,1513.22,9,32,Premium,Apple Pay,USA,Tablet,No
ECOMM-79871,193.0,3518.98,8,18,Free,Apple Pay,Canada,Tablet,No
ECOMM-48917,300.0,4038.86,3,45,Basic,Apple Pay,UK,Tablet,No
ECOMM-29106,206.0,2551.38,5,17,Basic,PayPal,Germany,Tablet,Yes
ECOMM-87520,63.0,3738.68,7,5,Free,Credit Card,Australia,Mobile,Yes
ECOMM-93870,14.0,3159.52,1,45,Premium,Apple Pay,USA,Tablet,No
ECOMM-64733,210.0,2175.31,8,3,Basic,Apple Pay,UK,Tablet,Yes
ECOMM-82308,30.0,4698.89,9,2,Free,Apple Pay,Australia,Desktop,No
ECOMM-18653,122.0,4954.85,9,33,Free,Apple Pay,Australia,Desktop,Yes
ECOMM-21467,208.0,3234.56,9,23,Free,Apple Pay,USA,Desktop,No
ECOMM-35407,171.0,531.5,5,46,Basic,PayPal,Canada,Tablet,No
ECOMM-48941,306.0,2812.03,4,26,Free,Crypto,UK,Mobile,Yes
ECOMM-51976,54.0,3450.02,6,39,Free,Crypto,Australia,Tablet,No
ECOMM-60179,287.0,3110.68,0,11,Basic,Credit Card,Canada,Mobile,Yes
ECOMM-78678,309.0,2231.98,6,12,Free,Apple Pay,UK,Mobile,No
ECOMM-25517,158.0,2339.27,2,45,Free,Credit Card,USA,Desktop,Yes
ECOMM-72825,153.0,3760.79,5,22,Free,Credit Card,Germany,Mobile,No
ECOMM-13005,144.0,4629.58,7,7,Basic,Credit Card,Australia,Tablet,No
ECOMM-98504,10.0,642.75,9,24,Premium,Credit Card,Australia,Tablet,No
ECOMM-40014,181.0,3052.67,4,21,Basic,PayPal,Canada,Tablet,Yes
ECOMM-32273,223.0,3059.61,8,18,Free,Apple Pay,USA,Mobile,Yes
ECOMM-42881,90.0,637.93,3,14,Basic,PayPal,USA,Tablet,No
ECOMM-42121,94.0,111.19,2,46,Basic,Credit Card,Canada,Tablet,No
ECOMM-96449,118.0,969.83,9,37,Free,Apple Pay,UK,Tablet,No
ECOMM-47498,277.0,4122.56,6,13,Premium,Apple Pay,Australia,Tablet,Yes
ECOMM-84479,363.0,3503.04,4,4,Free,Credit Card,Canada,Desktop,Yes
ECOMM-76469,5.0,4092.39,3,30,Free,Crypto,USA,Mobile,No
ECOMM-50471,3.0,2528.88,8,27,Free,Credit Card,UK,Desktop,No
ECOMM-56599,152.0,1274.98,3,45,Free,PayPal,Germany,Mobile,No
ECOMM-48485,107.0,4937.11,5,44,Free,Credit Card,Germany,Desktop,Yes
ECOMM-81471,233.0,4981.5,3,2,Premium,Apple Pay,UK,Tablet,No
ECOMM-46416,107.0,1395.07,1,11,Free,Apple Pay,Australia,Desktop,No
ECOMM-48694,118.0,1546.38,4,2,Premium,Apple Pay,UK,Mobile,No
ECOMM-65668,154.0,4928.7,7,16,Premium,PayPal,UK,Mobile,No
ECOMM-12183,137.0,4561.32,6,18,Free,Apple Pay,Germany,Desktop,Yes
ECOMM-81708,227.0,1290.51,0,0,Free,Credit Card,Germany,Mobile,No
ECOMM-10629,143.0,4266.2,7,30,Free,PayPal,Germany,Desktop,Yes
ECOMM-12209,58.0,4946.46,0,9,Premium,PayPal,Germany,Tablet,No
ECOMM-32695,248.0,4128.98,4,9,Free,PayPal,Australia,Desktop,Yes
ECOMM-83515,102.0,345.73,7,32,Free,PayPal,Germany,Tablet,No
ECOMM-43617,339.0,2368.58,2,25,Premium,Apple Pay,Australia,Desktop,No
ECOMM-96391,134.0,4076.95,2,25,Premium,Apple Pay,Canada,Tablet,No
ECOMM-78493,339.0,109.55,7,27,Premium,Apple Pay,Canada,Desktop,No
ECOMM-18377,18.0,3626.02,3,49,Free,PayPal,UK,Desktop,No
ECOMM-75903,81.0,2897.34,9,23,Free,Crypto,Australia,Mobile,No
ECOMM-73033,331.0,2820.94,8,34,Basic,Crypto,USA,Mobile,No
ECOMM-92507,200.0,2744.66,1,23,Basic,PayPal,USA,Tablet,Yes
ECOMM-15264,246.0,2693.96,3,21,Free,Crypto,Germany,Tablet,No
ECOMM-43099,163.0,2295.76,9,33,Free,Apple Pay,Australia,Tablet,No
ECOMM-38158,86.0,216.85,7,43,Free,Crypto,Canada,Desktop,No
ECOMM-98640,83.0,3895.48,3,5,Free,PayPal,Australia,Tablet,Yes
ECOMM-82520,141.0,834.16,6,36,Free,Apple Pay,UK,Mobile,No
ECOMM-89015,246.0,2298.22,6,4,Free,Credit Card,Germany,Desktop,Yes
ECOMM-39435,156.0,4327.56,5,2,Free,Credit Card,Australia,Tablet,No
ECOMM-60383,310.0,1482.74,0,20,Free,PayPal,USA,Mobile,No
ECOMM-59529,165.0,2961.68,0,2,Free,Apple Pay,USA,Mobile,No
ECOMM-29414,253.0,2977.37,4,24,Premium,Credit Card,Australia,Tablet,No
ECOMM-90466,303.0,4574.31,3,37,Free,Crypto,UK,Desktop,Yes
ECOMM-92798,89.0,240.75,0,37,Free,PayPal,USA,Desktop,No
ECOMM-80643,139.0,2889.0,3,17,Basic,PayPal,Australia,Tablet,No
ECOMM-25468,315.0,2848.57,3,1,Free,Apple Pay,UK,Mobile,No
ECOMM-37897,129.0,848.92,9,9,Free,Apple Pay,UK,Desktop,No
ECOMM-79319,269.0,1699.2,2,11,Free,Credit Card,USA,Desktop,No
ECOMM-84120,335.0,2673.41,7,7,Free,Crypto,UK,Tablet,Yes
ECOMM-89889,143.0,1851.74,0,36,Free,Apple Pay,Canada,Tablet,No
ECOMM-99082,155.0,2760.1,4,49,Free,Apple Pay,UK,Desktop,Yes
ECOMM-74616,223.0,4467.0,2,38,Free,Credit Card,Australia,Mobile,No
ECOMM-57260,219.0,3419.96,2,4,Premium,PayPal,Canada,Tablet,No
ECOMM-32098,264.0,1184.61,3,0,Free,PayPal,Australia,Desktop,Yes
ECOMM-66047,69.0,1688.74,9,3,Free,Crypto,Canada,Tablet,Yes
ECOMM-72911,266.0,1911.14,9,32,Free,Credit Card,UK,Tablet,Yes
ECOMM-76144,226.0,1366.38,0,31,Premium,Credit Card,Canada,Tablet,No
ECOMM-10835,140.0,3909.62,0,46,Basic,Crypto,Canada,Mobile,No
ECOMM-10336,58.0,3111.44,4,1,Free,Crypto,USA,Desktop,No
ECOMM-89091,42.0,1370.73,9,44,Free,Credit Card,USA,Tablet,No
ECOMM-40730,152.0,4285.94,7,35,Premium,PayPal,USA,Desktop,No
ECOMM-35874,241.0,2458.34,3,18,Basic,PayPal,UK,Desktop,No
ECOMM-41833,10.0,2727.23,4,6,Free,Crypto,Australia,Desktop,Yes
ECOMM-64330,200.0,635.6,6,30,Basic,Credit Card,Canada,Mobile,No
ECOMM-46500,290.0,1357.42,9,35,Free,Apple Pay,UK,Mobile,Yes
ECOMM-97303,211.0,4761.56,5,47,Free,Credit Card,Canada,Desktop,No
ECOMM-32023,328.0,2634.83,2,3,Free,Crypto,UK,Mobile,Yes
ECOMM-40103,302.0,4819.36,9,29,Basic,PayPal,UK,Tablet,No
ECOMM-85993,267.0,3566.86,6,23,Free,Apple Pay,Germany,Tablet,Yes
ECOMM-78835,316.0,3813.27,9,31,Basic,Credit Card,UK,Mobile,No
ECOMM-11522,224.0,4028.62,4,36,Free,Apple Pay,Canada,Mobile,No
ECOMM-80280,221.0,232.75,0,6,Premium,Credit Card,USA,Desktop,No
ECOMM-62471,255.0,1602.06,4,20,Premium,Apple Pay,USA,Tablet,No
ECOMM-56612,271.0,3780.68,6,48,Basic,Apple Pay,Canada,Desktop,Yes
ECOMM-79783,211.0,3579.82,0,28,Premium,Apple Pay,UK,Desktop,No
ECOMM-40812,249.0,4962.33,4,32,Free,Crypto,Australia,Mobile,No
ECOMM-51827,110.0,3842.47,7,23,Free,Crypto,Germany,Desktop,No
ECOMM-18264,184.0,4479.52,0,32,Free,PayPal,USA,Tablet,No
ECOMM-17628,305.0,1562.92,3,25,Free,Apple Pay,Canada,Desktop,No
ECOMM-46270,214.0,2062.65,6,3,Basic,Credit Card,USA,Desktop,Yes
ECOMM-99648,341.0,3043.44,0,43,Free,Credit Card,Germany,Desktop,No
ECOMM-18467,199.0,4046.79,6,19,Free,Apple Pay,Canada,Desktop,Yes
ECOMM-61846,253.0,2735.03,8,48,Basic,Credit Card,Australia,Mobile,No
ECOMM-23231,184.0,3308.94,6,18,Free,Credit Card,USA,Mobile,No
ECOMM-57833,171.0,3405.68,9,17,Free,PayPal,Australia,Mobile,No
ECOMM-44689,134.0,1508.47,1,28,Free,Crypto,Germany,Mobile,Yes
ECOMM-15834,152.0,3220.68,7,15,Free,Apple Pay,Australia,Desktop,No
ECOMM-11744,258.0,2758.41,7,23,Premium,Crypto,Australia,Tablet,No
ECOMM-15982,80.0,2673.43,1,8,Free,Credit Card,USA,Mobile,Yes
ECOMM-27328,30.0,22.56,7,2,Basic,Crypto,USA,Tablet,No
ECOMM-78138,286.0,2929.88,2,20,Free,Apple Pay,Germany,Tablet,No
ECOMM-63539,167.0,4180.36,1,34,Basic,PayPal,Canada,Mobile,No
ECOMM-47622,361.0,3701.92,8,47,Free,Credit Card,USA,Desktop,No
ECOMM-73042,199.0,4608.16,1,48,Free,Credit Card,USA,Desktop,No
ECOMM-43891,74.0,2855.71,0,49,Free,Credit Card,Canada,Desktop,No
ECOMM-41734,306.0,3288.93,8,11,Free,PayPal,Australia,Tablet,No
ECOMM-80696,265.0,492.48,8,28,Premium,Credit Card,Germany,Tablet,Yes
ECOMM-59176,149.0,4658.87,0,11,Free,Credit Card,Germany,Desktop,No
ECOMM-44949,137.0,3742.36,3,45,Basic,PayPal,Germany,Desktop,No
ECOMM-16565,166.0,1332.66,5,5,Basic,Credit Card,USA,Desktop,Yes
ECOMM-56113,177.0,288.04,8,24,Free,Credit Card,UK,Desktop,Yes
ECOMM-58288,183.0,2837.88,4,10,Basic,Crypto,Canada,Desktop,No
ECOMM-47742,65.0,21.21,8,24,Premium,Apple Pay,Australia,Mobile,No
ECOMM-64639,322.0,345.4,1,26,Free,PayPal,Germany,Desktop,No
ECOMM-14819,251.0,767.53,2,48,Basic,PayPal,Australia,Desktop,No
ECOMM-82846,255.0,2411.94,1,10,Basic,Credit Card,Germany,Tablet,No
ECOMM-80699,140.0,3071.41,5,27,Basic,Credit Card,Australia,Desktop,No
ECOMM-97672,180.0,2744.46,7,26,Premium,Crypto,Canada,Mobile,No
ECOMM-52798,363.0,4436.05,4,1,Basic,Apple Pay,Australia,Mobile,Yes
ECOMM-39988,99.0,4617.22,4,48,Free,Crypto,USA,Desktop,No
ECOMM-85101,330.0,2888.71,5,49,Free,PayPal,Germany,Desktop,No
ECOMM-79147,357.0,2028.56,1,23,Free,Apple Pay,Canada,Tablet,No
ECOMM-87573,89.0,3698.58,5,33,Premium,Credit Card,UK,Tablet,No
ECOMM-23965,138.0,104.65,0,27,Free,Crypto,Australia,Tablet,No
ECOMM-70615,350.0,4703.87,1,30,Basic,Apple Pay,Canada,Mobile,Yes
ECOMM-68341,129.0,3219.39,5,20,Free,Crypto,Germany,Mobile,No
ECOMM-49541,144.0,194.13,1,19,Premium,Apple Pay,Australia,Mobile,Yes
ECOMM-35952,131.0,4191.51,9,29,Free,PayPal,USA,Tablet,No
ECOMM-77726,87.0,557.27,1,23,Premium,Crypto,USA,Tablet,No
ECOMM-92144,60.0,4115.21,5,33,Basic,Apple Pay,Germany,Desktop,No
ECOMM-44537,315.0,4630.24,0,27,Premium,Credit Card,USA,Desktop,No
ECOMM-99169,184.0,4383.96,5,36,Free,Credit Card,Canada,Desktop,Yes
ECOMM-79462,339.0,1743.2,0,5,Free,PayPal,UK,Desktop,No
ECOMM-16761,58.0,1751.27,1,33,Free,Crypto,USA,Mobile,No
ECOMM-49527,337.0,3166.94,4,22,Free,PayPal,Germany,Desktop,No
ECOMM-99554,96.0,4498.73,2,39,Free,Credit Card,Australia,Desktop,No
ECOMM-72043,247.0,3548.08,9,39,Free,Apple Pay,UK,Mobile,Yes
ECOMM-14082,275.0,467.29,8,15,Basic,Apple Pay,Germany,Desktop,Yes
ECOMM-31436,93.0,2519.69,1,15,Free,PayPal,UK,Mobile,Yes
ECOMM-64727,52.0,985.39,2,27,Free,Credit Card,USA,Desktop,Yes
ECOMM-70988,26.0,2874.18,0,29,Basic,PayPal,UK,Tablet,No
ECOMM-34964,18.0,1310.71,1,37,Free,Apple Pay,UK,Desktop,No
ECOMM-53996,242.0,2157.67,8,22,Free,Apple Pay,UK,Tablet,Yes
ECOMM-37932,327.0,3074.49,2,5,Premium,PayPal,Canada,Desktop,No
ECOMM-30869,225.0,912.76,0,13,Basic,Credit Card,Australia,Tablet,Yes
ECOMM-11118,61.0,4266.52,2,31,Free,Apple Pay,UK,Tablet,No
ECOMM-38338,144.0,1484.2,9,43,Basic,PayPal,USA,Tablet,No
ECOMM-17997,39.0,4134.67,2,32,Free,PayPal,UK,Mobile,Yes
ECOMM-95506,278.0,714.48,0,0,Basic,Crypto,UK,Mobile,No
ECOMM-97520,211.0,3570.97,2,3,Premium,Apple Pay,USA,Tablet,Yes
ECOMM-37867,305.0,3979.64,7,23,Free,Crypto,Canada,Mobile,No
ECOMM-22320,181.0,364.84,7,31,Basic,Crypto,UK,Tablet,No
ECOMM-83896,216.0,2691.91,5,11,Free,Crypto,Canada,Mobile,Yes
ECOMM-24223,98.0,4415.48,5,49,Basic,Credit Card,UK,Tablet,No
ECOMM-18058,5.0,2521.78,7,15,Basic,Crypto,Canada,Mobile,No
ECOMM-74624,28.0,676.09,6,32,Basic,Credit Card,Australia,Mobile,No
ECOMM-37065,169.0,1282.65,4,14,Premium,PayPal,USA,Desktop,No
ECOMM-92645,292.0,787.91,1,36,Free,Credit Card,Australia,Mobile,No
ECOMM-31346,116.0,105.56,9,7,Premium,PayPal,UK,Tablet,No
ECOMM-99712,233.0,1550.2,4,3,Free,Crypto,Australia,Mobile,Yes
ECOMM-52034,207.0,1158.48,3,20,Free,Apple Pay,Australia,Tablet,No
ECOMM-87969,53.0,3661.76,7,48,Free,PayPal,USA,Desktop,No
ECOMM-65791,158.0,3131.52,6,40,Free,Crypto,Canada,Desktop,No
ECOMM-90494,106.0,1003.54,1,28,Premium,Apple Pay,USA,Desktop,No
ECOMM-57604,215.0,3331.79,4,17,Premium,Credit Card,Germany,Mobile,No
ECOMM-95833,302.0,689.11,5,7,Basic,PayPal,Germany,Mobile,No
ECOMM-78001,292.0,294.61,9,48,Free,Apple Pay,UK,Tablet,Yes
ECOMM-39681,330.0,2864.91,7,47,Basic,Crypto,Canada,Desktop,Yes
ECOMM-47828,230.0,799.19,8,43,Basic,Credit Card,Germany,Mobile,No
ECOMM-14318,195.0,4299.45,1,40,Basic,Crypto,Canada,Mobile,No
ECOMM-84255,91.0,1740.03,8,26,Premium,PayPal,UK,Tablet,No
ECOMM-23830,69.0,1955.48,6,48,Free,PayPal,UK,Mobile,No
ECOMM-12426,278.0,996.37,5,18,Free,Credit Card,Canada,Desktop,Yes
ECOMM-34356,6.0,4503.2,9,32,Basic,Crypto,UK,Desktop,No
ECOMM-41757,103.0,2805.18,1,9,Free,PayPal,UK,Tablet,No
ECOMM-95753,45.0,3139.74,9,25,Free,PayPal,Germany,Desktop,No
ECOMM-86973,42.0,1269.6,2,29,Free,PayPal,USA,Desktop,No
ECOMM-66894,311.0,2156.15,9,18,Premium,Credit Card,USA,Mobile,No
ECOMM-15473,58.0,1520.03,2,12,Basic,Crypto,USA,Desktop,Yes
ECOMM-27828,270.0,3508.85,8,29,Free,PayPal,Germany,Desktop,No
ECOMM-97557,48.0,411.53,8,34,Basic,PayPal,Australia,Desktop,No
ECOMM-22908,94.0,4674.45,6,30,Basic,Apple Pay,Canada,Tablet,Yes
ECOMM-58301,333.0,1047.44,2,5,Free,Crypto,Canada,Desktop,Yes
ECOMM-16163,181.0,1475.38,0,23,Premium,Crypto,USA,Mobile,No
ECOMM-32402,298.0,3817.12,9,7,Premium,PayPal,Germany,Desktop,Yes
ECOMM-60595,52.0,754.53,5,27,Free,Crypto,UK,Tablet,No
ECOMM-84925,27.0,205.66,7,16,Basic,Apple Pay,USA,Desktop,Yes
ECOMM-64235,41.0,1048.46,6,47,Free,Crypto,Canada,Tablet,No
ECOMM-54624,205.0,3258.22,5,21,Free,Apple Pay,UK,Tablet,Yes
ECOMM-65449,9.0,449.11,9,31,Premium,Credit Card,Canada,Mobile,No
ECOMM-73111,353.0,4684.45,6,16,Free,Apple Pay,UK,Tablet,No
ECOMM-73207,185.0,3929.41,6,49,Free,Crypto,Australia,Desktop,Yes
ECOMM-39826,267.0,4688.44,4,45,Basic,PayPal,Australia,Tablet,No
ECOMM-63300,260.0,1318.42,1,43,Premium,PayPal,Canada,Tablet,Yes
ECOMM-29159,319.0,2197.06,1,43,Free,PayPal,Germany,Desktop,No
ECOMM-38648,23.0,2334.55,5,13,Premium,Credit Card,USA,Mobile,No
ECOMM-87361,68.0,1233.73,6,48,Premium,Credit Card,Australia,Tablet,No
ECOMM-98706,148.0,4637.51,5,45,Free,Credit Card,USA,Mobile,Yes
ECOMM-53134,312.0,4454.9,6,46,Free,PayPal,Canada,Tablet,No
ECOMM-28013,210.0,3603.3,5,17,Basic,Credit Card,Canada,Desktop,Yes
ECOMM-89439,181.0,3988.93,3,35,Basic,Apple Pay,Canada,Desktop,No
ECOMM-88817,156.0,2967.47,7,10,Basic,Credit Card,USA,Desktop,Yes
ECOMM-58394,6.0,3606.44,7,15,Free,Credit Card,USA,Mobile,No
ECOMM-48067,15.0,4871.07,6,3,Free,Crypto,UK,Mobile,No
ECOMM-17550,240.0,719.36,4,29,Basic,Crypto,Canada,Tablet,No
ECOMM-81450,131.0,888.14,7,26,Basic,PayPal,UK,Tablet,No
ECOMM-95039,201.0,3961.75,8,27,Basic,Crypto,USA,Tablet,Yes
ECOMM-43259,222.0,67.46,9,26,Free,PayPal,Germany,Mobile,No
ECOMM-71883,66.0,430.87,6,10,Basic,Credit Card,Germany,Mobile,Yes
ECOMM-66252,77.0,3761.03,9,33,Basic,Crypto,Australia,Mobile,Yes
ECOMM-36674,79.0,1180.75,3,36,Free,Crypto,USA,Mobile,No
ECOMM-85145,233.0,3851.97,1,36,Free,PayPal,Australia,Desktop,No
ECOMM-81060,234.0,2059.52,1,11,Free,Crypto,UK,Tablet,Yes
ECOMM-46160,171.0,2642.1,3,23,Free,Crypto,UK,Mobile,No
ECOMM-30984,126.0,4286.28,1,32,Basic,PayPal,USA,Tablet,No
ECOMM-11026,244.0,2014.76,9,39,Free,Crypto,UK,Desktop,No
ECOMM-20051,99.0,2833.65,7,13,Free,Apple Pay,Australia,Tablet,No
ECOMM-81159,188.0,2875.93,4,26,Basic,Crypto,UK,Mobile,No
ECOMM-60786,331.0,2512.89,3,33,Free,PayPal,Australia,Mobile,No
ECOMM-88594,7.0,1060.59,6,17,Free,Crypto,Germany,Tablet,No
ECOMM-83095,285.0,4888.2,0,47,Basic,Apple Pay,Germany,Tablet,No
ECOMM-11902,361.0,358.53,5,8,Premium,PayPal,UK,Tablet,No
ECOMM-85722,312.0,4679.4,1,2,Premium,Crypto,UK,Mobile,No
ECOMM-27073,242.0,1542.22,2,6,Premium,Credit Card,Canada,Mobile,No
ECOMM-95987,275.0,595.32,7,29,Free,Credit Card,USA,Desktop,Yes
ECOMM-50798,10.0,1795.0,4,20,Premium,Apple Pay,UK,Desktop,No
ECOMM-96600,86.0,4575.32,3,19,Premium,Crypto,Australia,Mobile,No
ECOMM-37188,120.0,3249.07,8,0,Basic,Crypto,Germany,Desktop,No
ECOMM-99549,40.0,3685.2,2,47,Free,Crypto,UK,Desktop,No
ECOMM-95133,75.0,696.21,9,7,Free,Credit Card,UK,Mobile,Yes
ECOMM-31378,215.0,3676.27,0,35,Free,Crypto,Canada,Tablet,No
